dictionary,{{en-verb|dictionar|ies}}
out-dwell,{{en-verb|out-dwells|out-dwelling|out-dwelt|past2=out-dwelled}}
everse,{{en-verb|evers}}
laugh down,{{en-verb|laughs down|laughing down|laughed down}}
underhold,{{en-verb|underholds|underholding|underheld|underheld|past_ptc2=underholden}}
underfang,{{en-verb|underfangs|underfanging|underfanged}}
underget,{{en-verb|undergets|undergetting|undergot|undergotten}}
underbind,{{en-verb|underbinds|underbinding|underbound}}
underburn,{{en-verb|underburns|underburning|underburned|past2=underburnt}}
undercreep,{{en-verb|undercreeps|undercreeping|undercrept|past2=undercrope|undercrept|past_ptc2=undercropen}}
undercry,{{en-verb|undercries|undercrying|undercried}}
underdelve,{{en-verb|underdelves|underdelving|underdelved|past2=underdolve|underdelved|past_ptc2=underdolven}}
underhole,{{en-verb|underhol}}
simplicate,{{en-verb|simplicat}}
crack a book,{{en-verb|cracks a book|cracking a book|cracked a book}}
talebear,{{en-verb|talebears|talebearing|talebore|taleborne}}
logarithmize,{{en-verb|logarithmiz}}
herry,{{en-verb|herries|herrying|herried}}
herry,{{en-verb|herries|herrying|herried}}
book it,{{en-verb|books it|booking it|booked it}}
try one's luck,{{en-verb|head=[[try]] one's [[luck]]|tries one's luck|trying one's luck|tried one's luck}}
lowercasify,{{en-verb|lowercasif|ies}}
frover,{{en-verb}}
foredeem,{{en-verb}}
rock along,{{en-verb|rocks along|rocking along|rocked along}}
forslow,{{en-verb}}
fore-slow,{{en-verb}}
forslowth,{{en-verb}}
forslug,{{en-verb|forslugg}}
forshame,{{en-verb|forsham}}
foreshame,{{en-verb|foresham}}
forshape,{{en-verb|forshapes|forshaping|forshope|past2=forshaped|forshapen|past_ptc2=forshaped}}
forshrink,{{en-verb|forshrink|forshrinking|forshrank|forshrunk|past_ptc2=forshrunken}}
forsing,{{en-verb|forsings|forsinging|forsang|forsung}}
luminate,{{en-verb|luminat}}
forslack,{{en-verb}}
foreslack,{{en-verb}}
forslip,{{en-verb|forslips|forslipping|forslipped|past2=forslipt}}
forspend,{{en-verb|forspends|forspending|forspent}}
forespend,{{en-verb|forespends|forespending|forespent}}
forespend,{{en-verb|forespends|forespending|forespent}}
forpamper,{{en-verb}}
forncast,{{en-verb|forncasts|forncasting|forncast}}
inable,{{en-verb|inabl}}
arboresce,{{en-verb|arboresc}}
obstetricate,{{en-verb|obstetricat}}
preapprove,{{en-verb|preapprov}}
misbid,{{en-verb|misbids|misbidding|misbid|past2=misbad|past3=misbade|misbidden}}
dern,{{en-verb}}
dearn,{{en-verb}}
eponymize,{{en-verb|eponymizes|eponymizing|eponymized|eponymized}}
thoroughgo,{{en-verb|thoroughgoes|thoroughgoing|thoroughwent|thoroughgone}}
choke up,{{en-verb|chokes up|choking up|choked up}}
choose up,{{en-verb|choosing up|chooses up|chose up|chosen up}}
quadrangulate,{{en-verb|quadrangulat}}
send word,{{en-verb|sends word|sending word|sent word}}
resperse,{{en-verb|respers}}
revince,{{en-verb|revinc}}
front-load,{{en-verb|head=[[front]]-[[load]]}}
rouze,{{en-verb|rouz}}
protuberate,{{en-verb|protuberat}}
supervive,{{en-verb|superviv}}
consopite,{{en-verb|consopit}}
quisle,{{en-verb|quisles|quisling|quisled}}
overbide,{{en-verb|overbides|overbiding|overbode|past2=overbid|past3=overbided|overbidden|past_ptc2=overbided}}
overcark,{{en-verb}}
exsufflate,{{en-verb|exsufflat}}
turn the frown upside down,{{en-verb|turns the frown upside down|turning the frown upside down|turned the frown upside down}}
sarse,{{en-verb|sars}}
flabbergaster,{{en-verb}}
flabagast,{{en-verb|flabagasts|flabagasting|flabagasted|flabaghast}}
flabaghast,{{en-verb}}
shebop,{{en-verb|shebops|shebopping|shebopped}}
keep the peace,{{en-verb|keeps the peace|keeping the peace|kept the peace}}
overcarve,{{en-verb|overcarves|overcarving|overcarved|past2=overcorve|overcarved|past_ptc2=overcorven}}
overdreep,{{en-verb}}
overeye,{{en-verb|overeyes|overeyeing|pres_ptc2=overeying|overeyed}}
sweeten up,{{en-verb|sweetens up|sweetening up|sweetened up}}
fall to pieces,{{en-verb|falls to pieces|falling to pieces|fell to pieces}}
lick clean,{{en-verb|licks clean|licking clean|licked clean}}
flabergast,{{en-verb}}
permablock,{{en-verb}}
flabrigast,{{en-verb}}
disparple,{{en-verb|disparpl}}
concreate,{{en-verb|concreat}}
fall into place,{{en-verb|falls into place|falling into place|fell into place|fallen into place}}
haze over,{{en-verb|hazes over|hazing over|hazed over}}
flabberghast,{{en-verb}}
check over,{{en-verb|checks over|checking over|checked over}}
defaecate,{{en-verb|defaecat}}
cardinalize,{{en-verb|cardinaliz}}
flappergast,{{en-verb}}
flobbergrast,{{en-verb}}
formylate,{{en-verb|formylat}}
phonologize,{{en-verb|phonologiz}}
prælude,{{en-verb|prælud}}
prætend,{{en-verb}}
retoss,{{en-verb|retosses|retossing|retossed}}
hospitate,{{en-verb|hospitat}}
præsage,{{en-verb|præsag}}
jaup,{{en-verb}}
mow down,{{en-verb|mows down|mowing down|mowed down}}
vegetize,{{en-verb|vegetiz}}
strip search,{{en-verb|strip searches|strip searching|strip searched}}
garnett,{{en-verb}}
liquesce,{{en-verb|liquesc}}
swike,{{en-verb|swikes|swiking|swoke|swicken}}
unpaunch,{{en-verb|es}}
wiredraw,{{en-verb|wiredraws|wiredrawing|wiredrew|wiredrawn}}
attask,{{en-verb}}
atwite,{{en-verb|atwit}}
atren,{{en-verb|atrenn}}
atrede,{{en-verb|atredes|atreding|atred|past2=atredd}}
dawt,{{en-verb}}
againsay,{{en-verb|againsays|againsaying|againsaid}}
againstand,{{en-verb|againstands|againstanding|againstood}}
bemock,{{en-verb}}
soporate,{{en-verb|soporat}}
lose oneself,{{en-verb|loses oneself|losing oneself|lost oneself}}
quadruple-click,{{en-verb|head=[[quadruple]]-[[click]]}}
quintuple-click,{{en-verb|head=[[quintuple]]-[[click]]}}
asplode,{{en-verb|asplod}}
vaporate,{{en-verb|vaporat}}
victimate,{{en-verb|victimat}}
psychologise,{{en-verb|psychologis}}
taxonomise,{{en-verb|taxonomis}}
hikoi,{{en-verb|hikois|hikoiing|hikoied}}
igg,{{en-verb}}
unhug,{{en-verb|unhugg}}
refax,{{en-verb|es}}
æqualize,{{en-verb|æqualiz}}
pervestigate,{{en-verb|pervestigat}}
burst in,{{en-verb|bursts in|bursting in|bursted in}}
nance,{{en-verb|nanc}}
retractate,{{en-verb|retractat}}
reprogramme,{{en-verb|reprogramm}}
refly,{{en-verb|reflies|reflying|reflew|reflown}}
respin,{{en-verb|respins|respinning|respun}}
resaddle,{{en-verb|resaddl}}
wuffle,{{en-verb|wuffl}}
overgive,{{en-verb|overgives|overgiving|overgave|overgiven}}
overget,{{en-verb|overgets|overgetting|overgot|past2=overgat|overgotten}}
bolk,{{en-verb}}
opinionate,{{en-verb|opinionat}}
overhold,{{en-verb|overholds|overholding|overheld|overheld|past_ptc2=overholden}}
overhip,{{en-verb|overhipp}}
overheave,{{en-verb|overheaves|overheaving|overhove|past2=overheaved|overhoven|past_ptc2=overheaved}}
overgild,{{en-verb}}
hardcode,{{en-verb|hardcodes|hardcoding|hardcoded}}
suck arse,{{en-verb|sucks arse|sucking arse|sucked arse}}
embetter,{{en-verb}}
embillow,{{en-verb}}
Italianise,{{en-verb|Italianis}}
embloom,{{en-verb}}
emblossom,{{en-verb}}
embrothel,{{en-verb|embrothels|embrothelling|pres_ptc2=embrotheling|embrothelled|past2=embrotheled}}
embusy,{{en-verb|embusies|embusying|embusied}}
ean,{{en-verb}}
œconomize,{{en-verb|œconomiz}}
cack up,{{en-verb|cacks up|cacking up|cacked up}}
præpare,{{en-verb|præpar}}
fraist,{{en-verb}}
play Cupid,{{en-verb|plays Cupid|playing Cupid|played Cupid}}
mee-maw,{{en-verb}}
conglaciate,{{en-verb|conglaciat}}
jole,{{en-verb|joles|joling|joled}}
day trade,{{en-verb|head=[[to]] [[day]] [[trade]]|day trades|day trading|day traded}}
day-trade,{{en-verb|head=[[day]][[-]][[trade]]|day-trades|day-trading|day-traded}}
daytrade,{{en-verb|head=[[to]] [[day]][[trade]]|daytrades|daytrading|daytraded}}
redemand,{{en-verb}}
reinspire,{{en-verb|reinspir}}
sure up,{{en-verb|sures up|suring up|sured up}}
find oneself,{{en-verb|finds oneself|finding oneself|found oneself}}
give a rat's ass,{{en-verb|head=[[to]] [[give]] [[a]] [[rat|rat's]] [[ass]]|gives a rat's ass|giving a rat's ass|gave a rat's ass|given a rat's ass}}
have on,{{en-verb|has on|having on|had on}}
have a good one,{{en-verb|has a good one|having a good one|had a good one}}
keep to oneself,{{en-verb|keeps to oneself|keeping to oneself|kept to oneself}}
stay in,{{en-verb|stays in|staying in|stayed in}}
laugh out of court,{{en-verb|laughs out of court|laughing out of court|laughed out of court}}
stay on,{{en-verb|stays on|staying on|stayed on}}
make mincemeat out of,{{en-verb|makes mincemeat out of|making mincemeat out of|made mincemeat out of}}
make someone's jaw drop,{{en-verb|makes someone's jaw drop|making someone's jaw drop|made someone's jaw drop|head=[[make]] [[someone|someone's]] [[jaw]] [[drop]]}}
make matters worse,{{en-verb|makes matters worse|making matters worse|made matters worse}}
incage,{{en-verb|incag}}
go gaga over,{{en-verb|goes gaga over|going gaga over|went gaga over|gone gaga over}}
go bonkers,{{en-verb|goes bonkers|going bonkers|went bonkers|gone bonkers}}
defæcate,{{en-verb|defæcat}}
put on the map,{{en-verb|head=[[put]] (something) [[on]] [[the]] [[map]]|puts on the map|putting on the map|put on the map}}
send back,{{en-verb|sends back|sending back|sent back}}
put something behind one,{{en-verb|puts something behind one|putting something behind one|put something behind one}}
put up a fight,{{en-verb|puts up a fight|putting up a fight|put up a fight}}
run counter,{{en-verb|runs counter|running counter|ran counter}}
suck a lemon,{{en-verb|sucks a lemon|sucking a lemon|sucked a lemon}}
swim upstream,{{en-verb|swims upstream|swimming upstream|swam upstream}}
enecate,{{en-verb|enecat}}
run with scissors,{{en-verb|runs with scissors|running with scissors|ran with scissors}}
suck lemons,{{en-verb|sucks lemons|sucking lemons|sucked lemons|head=[[suck]] [[lemon]]s}}
make a meal out of,{{en-verb|makes a meal out of|making a meal out of|made a meal out of}}
exuperate,{{en-verb|exuperat}}
horsetrade,{{en-verb|horsetrad}}
incrustate,{{en-verb|incrustat}}
wrassle,{{en-verb|wrassl}}
rassle,{{en-verb|rassl}}
put out a fire,{{en-verb|puts out a fire|putting out a fire|put out a fire}}
out-Herod,{{en-verb|head=[[to]] [[out]][[-]][[Herod]]}}
infrigidate,{{en-verb|infrigidat}}
underbuild,{{en-verb|underbuilds|underbuilding|underbuilt}}
ingeniate,{{en-verb|ingeniat}}
insperse,{{en-verb|inspers}}
insteep,{{en-verb}}
reäct,{{en-verb}}
maleficiate,{{en-verb|maleficiat}}
play Nostradamus,{{en-verb|plays Nostradamus|playing Nostradamus|played Nostradamus}}
triple check,{{en-verb}}
belock,{{en-verb}}
belout,{{en-verb}}
belord,{{en-verb}}
secern,{{en-verb|secerns|secerning|secerned|secerned}}
apostemate,{{en-verb|apostemat}}
æstimate,{{en-verb|æstimat}}
remorate,{{en-verb|remorat}}
revulse,{{en-verb|revuls}}
feal,{{en-verb}}
feal,{{en-verb|feals|fealing|fale|past2=fealed|folen|past_ptc2=fealed}}
break the news,{{en-verb|breaks the news|breaking the news|broke the news|broken the news}}
overhend,{{en-verb|overhends|overhending|overhent}}
desertify,{{en-verb|desertif|ies}}
suppeditate,{{en-verb|suppeditat}}
syllogize,{{en-verb|syllogiz}}
foreignise,{{en-verb|foreignis}}
turgesce,{{en-verb|turgesc}}
rehinge,{{en-verb|rehing}}
unarchive,{{en-verb|unarchiv}}
upvalue,{{en-verb|upvalu}}
pillarize,{{en-verb|pillariz}}
downcycle,{{en-verb|downcycl}}
upcycle,{{en-verb|upcycl}}
echoplex,{{en-verb|echoplexes|echoplexing|echoplexed}}
hydroentangle,{{en-verb|hydroentangl}}
pipelay,{{en-verb}}
writh,{{en-verb|writh's|writhing|writh'd}}
linish,{{en-verb|es}}
misdescribe,{{en-verb|misdescrib}}
reticket,{{en-verb}}
underthink,{{en-verb|underthinks|underthinking|underthought}}
underhang,{{en-verb|underhangs|underhanging|underhung}}
gay bash,{{en-verb|gay bashes|gay bashing|gay bashed}}
endite,{{en-verb|endit}}
dead stick,{{en-verb}}
rebegin,{{en-verb|rebegins|rebeginning|rebegan|rebegun}}
goose-pen,{{en-verb|goose-pens|goose-penning|goose-penned}}
demoss,{{en-verb|es}}
unbore,{{en-verb|unbor}}
c-command,{{en-verb}}
unbuild,{{en-verb|unbuilds|unbuilding|unbuilt}}
clumper,{{en-verb}}
outserve,{{en-verb|outserv}}
bespell,{{en-verb}}
intercorrelate,{{en-verb|intercorrelat}}
ipsatize,{{en-verb|ipsatiz}}
ovariectomize,{{en-verb|ovariectomiz}}
virilize,{{en-verb|viriliz}}
overserve,{{en-verb|overserv}}
deemphasize,{{en-verb|deemphasiz}}
dishabituate,{{en-verb|dishabituat}}
endogenise,{{en-verb|endogenis}}
unpuzzle,{{en-verb|unpuzzl}}
can haz,{{en-verb|-|-|-}}
hypercompute,{{en-verb|hypercomput}}
stack off,{{en-verb|stacks off|stacking off|stacked off}}
twifallow,{{en-verb}}
know from a bar of soap,{{en-verb|knows from a bar of soap|knowing from a bar of soap|knew from a bar of soap|known from a bar of soap}}
prefork,{{en-verb}}
repyne,{{en-verb|repyn}}
beknow,{{en-verb|beknows|beknowing|beknew|beknown}}
beknit,{{en-verb|beknits|beknitting|beknit|past2=beknitted}}
beknave,{{en-verb|beknaves|beknaving|beknaved}}
beknight,{{en-verb}}
bejumble,{{en-verb|bejumbl}}
belawgive,{{en-verb|belawgives|belawgiving|belawgave|belawgiven}}
beladle,{{en-verb|beladl}}
belead,{{en-verb|beleads|beleading|beled}}
short change,{{en-verb|short changes|short changing|short changed|short changed}}
short-change,{{en-verb|short-changes|short-changing|short-changed}}
indubitate,{{en-verb|indubitat}}
belight,{{en-verb|belights|belighting|belighted|past2=belit}}
belime,{{en-verb|belim}}
proin,{{en-verb}}
behowl,{{en-verb}}
behorn,{{en-verb}}
behoney,{{en-verb}}
bespread,{{en-verb|bespreads|bespreading|bespread}}
bespot,{{en-verb|bespott}}
besmooth,{{en-verb}}
besmoke,{{en-verb|besmok}}
besit,{{en-verb|besits|besitting|besat|besat|past_ptc2=besitten}}
beshine,{{en-verb|beshines|beshining|beshone}}
beshut,{{en-verb|beshuts|beshutting|beshut}}
beshroud,{{en-verb}}
beslaver,{{en-verb}}
beslave,{{en-verb|beslav}}
beslabber,{{en-verb}}
slabber,{{en-verb}}
bescreen,{{en-verb}}
bescatter,{{en-verb}}
besour,{{en-verb}}
besmut,{{en-verb|besmutt}}
besoil,{{en-verb}}
besnuff,{{en-verb}}
besmutch,{{en-verb|es}}
bespend,{{en-verb|bespends|bespending|bespent}}
bespit,{{en-verb|bespits|bespitting|bespat|bespitten|past_ptc2=bespit|past_ptc3=bespitted}}
nut up,{{en-verb|nut up|nut upping|nut up}}
infuscate,{{en-verb|infuscat}}
deformalize,{{en-verb|deformaliz}}
informalize,{{en-verb|informaliz}}
superfuse,{{en-verb|superfus}}
pull a train,{{en-verb|head=[[pull]] a [[train]]|pulls a train|pulling a train|pulled a train}}
preclear,{{en-verb}}
volumise,{{en-verb|volumis}}
salt away,{{en-verb|salts away|salting away|salted away}}
rugby tackle,{{en-verb|rugby tackl}}
peal out,{{en-verb|peals out|pealing out|pealed out}}
overquantify,{{en-verb|overquantifies|overquantifying|overquantified}}
piecen,{{en-verb}}
intersubstitute,{{en-verb|intersubstitut}}
call to the bar,{{en-verb|calls to the bar|calling to the bar|called to the bar}}
destimulate,{{en-verb|destimulat}}
spatialize,{{en-verb|spatializ}}
reinstruct,{{en-verb}}
surfcast,{{en-verb|surfcasts|surfcasting|surfcasted|past2=surfcast}}
skip town,{{en-verb|skips town|skipping town|skipped town}}
outcampaign,{{en-verb}}
overcommercialize,{{en-verb|overcommercializ}}
overlight,{{en-verb|overlights|overlighting|overlit|past2=overlighted}}
resegregrate,{{en-verb|resegregat}}
outbuild,{{en-verb|outbuilds|outbuilding|outbuilt}}
essentialize,{{en-verb|essentializ}}
refloor,{{en-verb}}
reperform,{{en-verb}}
restick,{{en-verb|resticks|resticking|restuck}}
eckle,{{en-verb|eckl}}
weasel out,{{en-verb|[[weasels]] out|[[weaseling]] out|pres_ptc2=[[weaselling]] out|[[weaseled]] out|past2=[[weaselled]] out}}
stell,{{en-verb|stells|stelling|stelled|past2=stold}}
dæmonize,{{en-verb|dæmoniz}}
microinject,{{en-verb}}
aucupate,{{en-verb|aucupat}}
reenergize,{{en-verb|reenergiz}}
reanswer,{{en-verb}}
unembed,{{en-verb|unembedd}}
graphitize,{{en-verb|graphitiz}}
graticulate,{{en-verb|graticulat}}
miscite,{{en-verb|miscit}}
overidealize,{{en-verb|overidealiz}}
upswell,{{en-verb|upswells|upswelling|upswelled|upswelled|past_ptc2=upswollen}}
recalk,{{en-verb}}
recaulk,{{en-verb}}
redeck,{{en-verb}}
reswear,{{en-verb|reswears|reswearing|reswore|resworn}}
recomplicate,{{en-verb|recomplicat}}
unrecognize,{{en-verb|unrecogniz}}
foreteach,{{en-verb|foreteaches|foreteaching|foretaught}}
foretake,{{en-verb|foretakes|foretaking|foretook|foretaken}}
æquivocate,{{en-verb|æquivocat}}
retube,{{en-verb|retub}}
foveate,{{en-verb|foveat}}
underplant,{{en-verb}}
unstuff,{{en-verb}}
forewish,{{en-verb|es}}
forehold,{{en-verb|foreholds|foreholding|foreheld|foreheld|past_ptc2=foreholden}}
forehew,{{en-verb|forehews|forehewing|forehewed|forehewn|past_ptc2=forehewed}}
foredesign,{{en-verb}}
foredetermine,{{en-verb|foredetermin}}
foreflow,{{en-verb}}
suburbanize,{{en-verb|suburbaniz}}
blenderize,{{en-verb|blenderiz}}
unpaint,{{en-verb}}
retraumatize,{{en-verb|retraumatiz}}
unelect,{{en-verb}}
reflip,{{en-verb|reflipp}}
overequip,{{en-verb|overequipp}}
upbuild,{{en-verb|upbuilds|upbuilding|upbuilt|past2=upbuilded}}
foreconceive,{{en-verb|foreconceiv}}
feaze,{{en-verb|feazes|feazing|feazed}}
foredeclare,{{en-verb|foredeclar}}
forefeel,{{en-verb|forefeels|forefeeling|forefelt}}
fly into a rage,{{en-verb|head=[[fly]] into a [[rage]]|flies into a rage|flying into a rage|flew into a rage|flown into a rage}}
hilite,{{en-verb|hilit}}
deduplicate,{{en-verb|deduplicat}}
judicialize,{{en-verb|judicializ}}
redbait,{{en-verb}}
repropagate,{{en-verb|repropagat}}
nostalgize,{{en-verb|nostalgiz}}
overwatch,{{en-verb|overwatches|overwatching|overwatched}}
restone,{{en-verb|reston}}
reinterest,{{en-verb}}
unsecret,{{en-verb}}
floodproof,{{en-verb}}
anæsthetize,{{en-verb|anæsthetiz}}
kick up one's heels,{{en-verb|head=[[to]] [[kick]] [[up]] [[one]][['s]] [[heel]]s|kicks up one's heels|kicking up one's heels|kicked up one's heels}}
kick one's heels,{{en-verb|head=[[to]] [[kick]] [[one]][['s]] [[heel]]s|kicks one's heels|kicking one's heels|kicked one's heels}}
heparinise,{{en-verb|heparinis}}
catheterise,{{en-verb|catheteris}}
glope,{{en-verb|glop}}
gloppen,{{en-verb}}
outcheer,{{en-verb}}
rewarehouse,{{en-verb|rewarehous}}
amind,{{en-verb}}
preshift,{{en-verb}}
tabloidize,{{en-verb|tabloidiz}}
reacknowledge,{{en-verb|reacknowledg}}
unfocus,{{en-verb|unfocuses|pres_3sg2=unfocusses|unfocusing|pres_ptc2=unfocussing|unfocused|past2=unfocussed}}
oversexualize,{{en-verb|oversexualiz}}
inhoop,{{en-verb}}
inbind,{{en-verb|inbinds|inbinding|inbound}}
inbeat,{{en-verb|inbeats|inbeating|inbeat|inbeaten}}
inbreak,{{en-verb|inbreaks|inbreaking|inbroke|inbroken}}
inbland,{{en-verb}}
catch one's drift,{{en-verb|catches one's drift|catching one's drift|caught one's drift}}
ingravidate,{{en-verb|ingravidat}}
spaz out,{{en-verb|spazzes out|spazzing out|spazzed out}}
inblow,{{en-verb|inblows|inblowing|inblew|inblown}}
enblow,{{en-verb|enblows|enblowing|enblew|enblown}}
imbreed,{{en-verb|imbreeds|imbreeding|imbred}}
go poof,{{en-verb|goes poof|going poof|went poof|gone poof}}
inburn,{{en-verb}}
unshape,{{en-verb|unshapes|unshaping|unshaped|unshaped|past_ptc2=unshapen}}
unright,{{en-verb}}
upsend,{{en-verb|upsends|upsending|upsent}}
upseek,{{en-verb|upseeks|upseeking|upsought}}
uprun,{{en-verb|upruns|uprunning|upran|uprun}}
uprouse,{{en-verb|uprous}}
uproll,{{en-verb}}
put lipstick on a pig,{{en-verb|puts lipstick on a pig|putting lipstick on a pig|put lipstick on a pig}}
knock boots,{{en-verb|knocks boots|knocking boots|knocked boots}}
bump nasties,{{en-verb|bumps nasties|bumping nasties|bumped nasties}}
uphelm,{{en-verb}}
interfoliate,{{en-verb|interfoliat}}
oversauce,{{en-verb|oversauc}}
undersalt,{{en-verb}}
unpiece,{{en-verb|unpiec}}
unswirl,{{en-verb}}
depetal,{{en-verb|depetals|depetalling|pres_ptc2=depetaling|depetalled|past2=depetaled}}
outpass,{{en-verb|outpasses|outpassing|outpassed}}
outwoo,{{en-verb}}
reinstigate,{{en-verb|reinstigat}}
underguess,{{en-verb|underguesses|underguessing|underguessed}}
unexecute,{{en-verb|unexecut}}
unruffle,{{en-verb|unruffl}}
upheap,{{en-verb}}
uphurl,{{en-verb}}
devaluate,{{en-verb|devaluat}}
fanfold,{{en-verb}}
metallicize,{{en-verb|metalliciz}}
mislocate,{{en-verb|mislocat}}
farsee,{{en-verb|farsees|farseeing|farsaw|farseen}}
